Start date,Total (grid load) [MWh] Original resolutions,Residual load [MWh] Original resolutions,Hydro pumped storage [MWh] Original resolutions
2024-01-10 18:45:00,17613.25,16034.75,3.25
2024-01-10 19:00:00,17548.00,16042.00,2.00
2024-01-10 19:15:00,17438.75,16028.25,1.25
2024-01-10 19:30:00,17354.75,16010.75,0.75
2024-01-10 19:45:00,17169.25,15867.00,0.75
2024-01-10 20:00:00,16861.50,15606.25,2.25
2024-01-10 20:15:00,16674.75,15477.25,3.25
2024-01-10 20:30:00,16500.25,15353.50,4.50
2024-01-10 20:45:00,16333.00,15224.50,6.00
2024-01-10 21:00:00,16099.25,15028.50,5.00
2024-01-10 21:15:00,15868.00,14850.75,7.25
2024-01-10 21:30:00,15668.00,14710.50,56.75
2024-01-10 21:45:00,15480.75,14552.00,137.75
2024-01-10 22:00:00,15433.25,14507.75,24.50
2024-01-10 22:15:00,15192.00,14270.00,27.75
2024-01-10 22:30:00,15011.50,14103.25,97.50
2024-01-10 22:45:00,14750.75,13863.00,104.75
2024-01-10 23:00:00,14558.75,13691.25,152.50
2024-01-10 23:15:00,14363.25,13489.75,190.00
2024-01-10 23:30:00,14227.75,13333.75,292.75
2024-01-10 23:45:00,14085.25,13183.50,399.25
2024-01-11 00:00:00,13995.75,13088.50,535.50
2024-01-11 00:15:00,13907.75,12985.00,601.50
2024-01-11 00:30:00,13845.00,12908.25,714.50
2024-01-11 00:45:00,13748.25,12776.75,794.00
2024-01-11 01:00:00,13659.25,12657.50,842.75
2024-01-11 01:15:00,13573.25,12520.50,920.50
2024-01-11 01:30:00,13601.75,12511.75,998.75
2024-01-11 01:45:00,13534.75,12407.50,1033.25
2024-01-11 02:00:00,13331.50,12170.50,942.25
2024-01-11 02:15:00,13280.00,12087.00,882.25
2024-01-11 02:30:00,13327.25,12093.75,975.50
2024-01-11 02:45:00,13325.00,12068.50,973.25
2024-01-11 03:00:00,13320.00,12071.00,1013.75
2024-01-11 03:15:00,13299.75,12054.25,1041.00
2024-01-11 03:30:00,13346.75,12101.00,1079.25
2024-01-11 03:45:00,13354.25,12110.50,1096.25
2024-01-11 04:00:00,13450.50,12179.50,1132.75
2024-01-11 04:15:00,13527.00,12216.25,1118.50
2024-01-11 04:30:00,13594.00,12244.75,1114.00
2024-01-11 04:45:00,13707.00,12267.50,1017.75
2024-01-11 05:00:00,14006.25,12481.25,890.00
2024-01-11 05:15:00,14171.75,12587.75,914.75
2024-01-11 05:30:00,14445.50,12828.00,776.25
2024-01-11 05:45:00,14766.25,13079.75,749.50
2024-01-11 06:00:00,15354.25,13591.25,447.50
2024-01-11 06:15:00,15805.75,14002.75,257.75
2024-01-11 06:30:00,16159.00,14376.75,86.25
2024-01-11 06:45:00,16512.50,14669.75,68.25
2024-01-11 07:00:00,17007.00,15058.25,193.50
2024-01-11 07:15:00,17275.00,15185.25,33.25
2024-01-11 07:30:00,17454.50,15250.50,5.00
2024-01-11 07:45:00,17655.00,15314.25,4.50
2024-01-11 08:00:00,17857.50,15466.00,2.00
2024-01-11 08:15:00,17954.00,15586.25,3.25
2024-01-11 08:30:00,18062.00,15461.25,21.00
2024-01-11 08:45:00,18100.00,15351.25,74.50
2024-01-11 09:00:00,18005.50,15077.75,4.75
2024-01-11 09:15:00,18068.00,14880.50,1.75
2024-01-11 09:30:00,18036.50,14626.50,2.25
2024-01-11 09:45:00,18049.25,14326.25,32.25
2024-01-11 10:00:00,17946.75,13931.25,2.50
2024-01-11 10:15:00,17989.50,13642.25,2.00
2024-01-11 10:30:00,18002.75,13471.50,1.50
2024-01-11 10:45:00,17987.00,13263.50,20.25
2024-01-11 11:00:00,17947.00,13053.25,16.00
2024-01-11 11:15:00,18009.00,12958.50,32.00
2024-01-11 11:30:00,17957.25,12859.75,53.75
2024-01-11 11:45:00,17968.25,12872.50,48.50
2024-01-11 12:00:00,17835.00,12807.75,13.75
2024-01-11 12:15:00,17809.00,12827.50,12.25
2024-01-11 12:30:00,17797.75,12929.50,54.00
2024-01-11 12:45:00,17739.75,12938.50,46.75
2024-01-11 13:00:00,17775.50,13045.50,65.50
2024-01-11 13:15:00,17681.25,13093.75,78.75
2024-01-11 13:30:00,17552.25,13133.25,78.75
2024-01-11 13:45:00,17386.50,13185.25,45.00
2024-01-11 14:00:00,17340.50,13363.75,142.50
2024-01-11 14:15:00,17181.75,13467.25,79.25
2024-01-11 14:30:00,17118.00,13704.25,36.75
2024-01-11 14:45:00,17089.25,13980.50,5.25
2024-01-11 15:00:00,17129.50,14338.75,4.75
2024-01-11 15:15:00,17043.25,14515.00,2.75
2024-01-11 15:30:00,17040.00,14729.00,2.00
2024-01-11 15:45:00,17117.75,15050.25,1.75
2024-01-11 16:00:00,17219.00,15344.50,16.25
2024-01-11 16:15:00,17220.50,15484.25,1.00
2024-01-11 16:30:00,17368.00,15651.50,1.50
2024-01-11 16:45:00,17533.25,15862.25,1.25
2024-01-11 17:00:00,17733.50,16081.50,1.25
2024-01-11 17:15:00,17865.00,16238.75,0.75
2024-01-11 17:30:00,17940.00,16374.50,1.00
2024-01-11 17:45:00,17862.75,16327.75,0.75
2024-01-11 18:00:00,17791.00,16279.00,1.00
2024-01-11 18:15:00,17740.25,16272.25,1.00
2024-01-11 18:30:00,17678.00,16222.50,0.75
2024-01-11 18:45:00,17598.50,16205.75,1.00
2024-01-11 19:00:00,17564.50,16224.00,1.00
2024-01-11 19:15:00,17475.50,16180.25,1.25
2024-01-11 19:30:00,17337.75,16090.50,2.50
2024-01-11 19:45:00,17203.25,15975.50,2.00
2024-01-11 20:00:00,16891.25,15674.25,2.00
2024-01-11 20:15:00,16653.75,15489.25,3.50
2024-01-11 20:30:00,16406.25,15229.25,3.00
2024-01-11 20:45:00,16097.25,14949.00,3.00
2024-01-11 21:00:00,15906.75,14843.50,5.00
2024-01-11 21:15:00,15720.25,14679.75,4.75
2024-01-11 21:30:00,15562.75,14606.25,5.25
2024-01-11 21:45:00,15383.50,14458.75,19.00
2024-01-11 22:00:00,15223.50,14410.50,4.75
2024-01-11 22:15:00,15065.50,14280.75,5.25
2024-01-11 22:30:00,14835.25,14042.75,24.75
2024-01-11 22:45:00,14620.75,13844.75,64.75
2024-01-11 23:00:00,14301.75,13537.50,37.25
2024-01-11 23:15:00,14098.75,13315.75,48.50
2024-01-11 23:30:00,13900.50,13092.50,78.50
2024-01-11 23:45:00,13820.25,13026.50,187.50
2024-01-12 00:00:00,13582.25,12774.00,82.75
2024-01-12 00:15:00,13455.50,12630.00,175.50
2024-01-12 00:30:00,13422.75,12609.75,348.00
2024-01-12 00:45:00,13276.00,12464.75,445.00
2024-01-12 01:00:00,13155.25,12317.50,727.50
2024-01-12 01:15:00,13128.75,12261.00,828.75
2024-01-12 01:30:00,13051.25,12193.25,880.25
2024-01-12 01:45:00,13089.75,12179.75,999.25
2024-01-12 02:00:00,13006.75,12038.00,997.25
2024-01-12 02:15:00,12983.50,11994.50,1057.25
2024-01-12 02:30:00,12993.00,11974.25,1108.50
2024-01-12 02:45:00,13021.50,12019.75,1132.50
2024-01-12 03:00:00,12966.50,11970.75,1108.75
2024-01-12 03:15:00,12984.25,11995.50,1127.75
2024-01-12 03:30:00,13043.50,12042.50,1128.00
2024-01-12 03:45:00,13020.75,11992.75,1140.75
2024-01-12 04:00:00,13180.50,12091.25,1141.00
2024-01-12 04:15:00,13272.25,12106.50,1116.75
2024-01-12 04:30:00,13357.75,12122.75,1069.75
2024-01-12 04:45:00,13474.75,12118.75,1037.50
2024-01-12 05:00:00,13816.75,12341.75,1011.25
2024-01-12 05:15:00,13985.75,12581.25,948.25
2024-01-12 05:30:00,14261.00,12758.75,834.25
2024-01-12 05:45:00,14579.50,12974.00,745.25
2024-01-12 06:00:00,15127.25,13490.25,524.50
2024-01-12 06:15:00,15535.25,13856.00,243.50
2024-01-12 06:30:00,15895.00,14213.25,92.25
2024-01-12 06:45:00,16307.00,14642.00,45.25
2024-01-12 07:00:00,16652.50,14925.50,45.25
2024-01-12 07:15:00,16882.00,15134.00,13.00
2024-01-12 07:30:00,17073.75,15332.75,1.50
2024-01-12 07:45:00,17324.25,15542.50,1.25
2024-01-12 08:00:00,17494.25,15734.75,1.75
2024-01-12 08:15:00,17610.25,15855.25,1.50
2024-01-12 08:30:00,17721.00,15782.00,0.75
2024-01-12 08:45:00,17835.00,15713.00,0.75
2024-01-12 09:00:00,17863.50,15567.75,0.75
2024-01-12 09:15:00,18026.00,15599.50,0.75
2024-01-12 09:30:00,18067.75,15488.25,1.00
2024-01-12 09:45:00,18111.25,15352.50,1.00
2024-01-12 10:00:00,18109.50,15268.50,0.25
2024-01-12 10:15:00,18152.50,15075.00,0.25
2024-01-12 10:30:00,18188.75,14956.75,0.25
2024-01-12 10:45:00,18179.00,14818.00,0.25
2024-01-12 11:00:00,18113.00,14662.00,0.50
2024-01-12 11:15:00,18200.75,14640.50,1.50
2024-01-12 11:30:00,18199.50,14585.25,1.50
2024-01-12 11:45:00,18191.25,14522.25,1.50
2024-01-12 12:00:00,18144.25,14406.25,1.50
2024-01-12 12:15:00,18059.25,14257.25,1.50
2024-01-12 12:30:00,18023.50,14111.50,2.75
2024-01-12 12:45:00,17980.25,14031.75,4.50
2024-01-12 13:00:00,17871.50,13887.50,4.25
2024-01-12 13:15:00,17744.75,13768.75,3.50
2024-01-12 13:30:00,17650.00,13682.50,4.75
2024-01-12 13:45:00,17480.50,13515.50,44.75
2024-01-12 14:00:00,17451.25,13516.75,62.50
2024-01-12 14:15:00,17358.75,13476.25,45.50
2024-01-12 14:30:00,17283.75,13466.25,4.25
2024-01-12 14:45:00,17160.25,13476.25,1.75
2024-01-12 15:00:00,17277.75,13681.25,3.50
2024-01-12 15:15:00,17192.50,13713.00,2.25
2024-01-12 15:30:00,17203.50,13835.50,13.25
2024-01-12 15:45:00,17225.00,13916.50,51.00
2024-01-12 16:00:00,17311.25,14077.50,44.75
2024-01-12 16:15:00,17309.75,14071.25,21.00
2024-01-12 16:30:00,17384.25,14136.75,2.50
2024-01-12 16:45:00,17510.50,14267.50,1.50
2024-01-12 17:00:00,17664.75,14438.75,0.25
2024-01-12 17:15:00,17721.25,14539.75,0.00
2024-01-12 17:30:00,17717.50,14546.00,0.25
2024-01-12 17:45:00,17685.50,14551.75,0.25
2024-01-12 18:00:00,17544.50,14424.00,0.25
2024-01-12 18:15:00,17458.75,14353.75,0.25
2024-01-12 18:30:00,17478.50,14333.00,0.25
2024-01-12 18:45:00,17411.50,14231.50,7.25
2024-01-12 19:00:00,17329.00,14163.50,104.75
2024-01-12 19:15:00,17096.25,13897.50,54.75
2024-01-12 19:30:00,16919.00,13720.00,54.00
2024-01-12 19:45:00,16832.50,13619.75,54.50
2024-01-12 20:00:00,16519.75,13321.25,8.25
2024-01-12 20:15:00,16176.75,12925.00,50.75
2024-01-12 20:30:00,15987.25,12717.50,91.75
2024-01-12 20:45:00,15810.50,12490.50,144.00
2024-01-12 21:00:00,15596.25,12213.50,56.75
2024-01-12 21:15:00,15456.25,12005.50,41.00
2024-01-12 21:30:00,15186.75,11782.75,44.75
2024-01-12 21:45:00,14963.50,11606.25,53.25
2024-01-12 22:00:00,14823.25,11456.75,61.00
2024-01-12 22:15:00,14653.50,11264.25,48.00
2024-01-12 22:30:00,14506.00,11083.25,48.25
2024-01-12 22:45:00,14326.00,10836.25,50.00
2024-01-12 23:00:00,14072.50,10447.50,18.25
2024-01-12 23:15:00,13951.50,10304.75,12.50
2024-01-12 23:30:00,13809.25,10136.75,88.25
2024-01-12 23:45:00,13581.50,9989.75,71.25
2024-01-13 00:00:00,13312.00,9895.75,62.50
2024-01-13 00:15:00,13144.50,9619.50,45.75
2024-01-13 00:30:00,13031.50,9468.75,47.75
2024-01-13 00:45:00,12890.50,9240.50,52.75
2024-01-13 01:00:00,12741.50,9006.00,49.25
2024-01-13 01:15:00,12602.25,8757.75,55.00
2024-01-13 01:30:00,12497.75,8623.50,49.25
2024-01-13 01:45:00,12483.75,8539.75,49.00
2024-01-13 02:00:00,12444.25,8463.25,49.50
2024-01-13 02:15:00,12348.00,8293.75,49.25
2024-01-13 02:30:00,12296.00,8180.25,49.75
2024-01-13 02:45:00,12266.75,8082.00,68.75
2024-01-13 03:00:00,12252.50,7934.00,94.50
2024-01-13 03:15:00,12241.50,7882.00,94.00
2024-01-13 03:30:00,12217.00,7745.75,114.75
2024-01-13 03:45:00,12259.75,7642.75,228.25
2024-01-13 04:00:00,12282.75,7608.75,145.00
2024-01-13 04:15:00,12234.75,7484.25,216.75
2024-01-13 04:30:00,12226.25,7400.50,214.00
2024-01-13 04:45:00,12319.25,7420.00,218.75
2024-01-13 05:00:00,12288.75,7403.50,204.75
2024-01-13 05:15:00,12272.00,7354.75,287.50
2024-01-13 05:30:00,12325.00,7405.00,246.00
2024-01-13 05:45:00,12281.75,7382.50,215.25
2024-01-13 06:00:00,12354.75,7512.00,106.50
2024-01-13 06:15:00,12413.75,7535.25,52.00
2024-01-13 06:30:00,12591.75,7572.00,76.50
2024-01-13 06:45:00,12818.25,7688.50,84.75
2024-01-13 07:00:00,13183.00,7993.25,56.50
2024-01-13 07:15:00,13306.25,8039.50,39.25
2024-01-13 07:30:00,13557.75,8115.50,29.50
2024-01-13 07:45:00,13764.50,8229.50,28.75
2024-01-13 08:00:00,14058.00,8335.25,16.75
2024-01-13 08:15:00,14268.50,8364.75,7.75
2024-01-13 08:30:00,14495.50,8445.75,6.50
2024-01-13 08:45:00,14735.75,8563.00,6.25
2024-01-13 09:00:00,14922.75,8617.75,4.50
2024-01-13 09:15:00,15087.50,8610.25,4.25
2024-01-13 09:30:00,15300.75,8658.50,4.50
2024-01-13 09:45:00,15441.25,8634.75,4.50
2024-01-13 10:00:00,15577.25,8699.00,4.00
2024-01-13 10:15:00,15712.00,8665.50,3.75
2024-01-13 10:30:00,15763.50,8602.25,6.50
2024-01-13 10:45:00,15899.25,8603.75,38.75
2024-01-13 11:00:00,15903.50,8483.25,12.75
2024-01-13 11:15:00,16002.25,8453.75,15.00
2024-01-13 11:30:00,16109.00,8455.75,26.75
2024-01-13 11:45:00,16186.00,8335.00,35.00
2024-01-13 12:00:00,16176.00,8197.50,11.75
2024-01-13 12:15:00,16167.00,8103.50,33.25
2024-01-13 12:30:00,16107.25,8047.50,11.25
2024-01-13 12:45:00,16143.50,8029.25,53.25
2024-01-13 13:00:00,16085.25,8004.50,139.75
2024-01-13 13:15:00,16113.50,7954.00,193.00
2024-01-13 13:30:00,16020.50,7866.75,277.25
2024-01-13 13:45:00,15900.50,7740.50,274.75
2024-01-13 14:00:00,15846.75,7633.75,203.75
2024-01-13 14:15:00,15829.75,7599.75,195.75
2024-01-13 14:30:00,15805.00,7568.00,193.00
2024-01-13 14:45:00,15744.50,7532.50,163.00
2024-01-13 15:00:00,15750.25,7601.75,165.75
2024-01-13 15:15:00,15689.25,7534.75,202.75
2024-01-13 15:30:00,15655.00,7529.00,118.00
2024-01-13 15:45:00,15643.25,7526.50,115.75
2024-01-13 16:00:00,15653.50,7520.50,168.50
2024-01-13 16:15:00,15715.00,7615.50,139.00
2024-01-13 16:30:00,15897.50,7815.00,8.50
2024-01-13 16:45:00,15972.75,7883.75,13.75
2024-01-13 17:00:00,16257.75,8190.00,136.00
2024-01-13 17:15:00,16290.75,8207.25,89.75
2024-01-13 17:30:00,16388.25,8282.25,8.00
2024-01-13 17:45:00,16507.75,8398.00,49.00
2024-01-13 18:00:00,16430.25,8189.00,49.00
2024-01-13 18:15:00,16469.75,8263.25,49.00
2024-01-13 18:30:00,16335.25,8198.75,52.00
2024-01-13 18:45:00,16170.00,8153.00,126.00
2024-01-13 19:00:00,16090.25,8044.50,10.00
2024-01-13 19:15:00,15906.00,7843.50,72.25
2024-01-13 19:30:00,15744.75,7842.00,73.00
2024-01-13 19:45:00,15531.25,7640.25,73.00
2024-01-13 20:00:00,15185.00,7500.25,6.75
2024-01-13 20:15:00,14954.50,7319.25,3.50
2024-01-13 20:30:00,14797.75,7231.25,4.00
2024-01-13 20:45:00,14685.00,7112.75,16.25
2024-01-13 21:00:00,14402.00,6912.25,58.75
2024-01-13 21:15:00,14268.00,6747.75,64.50
2024-01-13 21:30:00,14203.50,6697.75,69.75
2024-01-13 21:45:00,14117.75,6590.50,91.25
2024-01-13 22:00:00,14056.50,6654.75,60.50
2024-01-13 22:15:00,13920.00,6541.25,73.00
2024-01-13 22:30:00,13794.25,6437.25,126.75
2024-01-13 22:45:00,13719.25,6336.25,257.25
2024-01-13 23:00:00,13486.50,6108.25,348.00
2024-01-13 23:15:00,13405.00,5967.25,408.25
2024-01-13 23:30:00,13268.00,5902.00,504.25
2024-01-13 23:45:00,13117.50,5724.75,613.75
2024-01-14 00:00:00,12527.75,5213.75,416.00
2024-01-14 00:15:00,12384.75,5004.00,421.50
2024-01-14 00:30:00,12293.25,4847.75,399.00
2024-01-14 00:45:00,12230.50,4770.75,629.50
2024-01-14 01:00:00,12178.50,4603.50,677.50
2024-01-14 01:15:00,12107.00,4522.50,813.50
2024-01-14 01:30:00,12042.50,4500.00,862.00
2024-01-14 01:45:00,11994.50,4488.75,873.50
2024-01-14 02:00:00,11946.75,4453.50,804.25
2024-01-14 02:15:00,11764.75,4293.50,844.25
2024-01-14 02:30:00,11710.25,4294.00,864.50
2024-01-14 02:45:00,11697.00,4270.00,860.50
2024-01-14 03:00:00,11685.00,4141.25,866.25
2024-01-14 03:15:00,11588.75,4106.50,809.25
2024-01-14 03:30:00,11502.50,4060.50,805.75
2024-01-14 03:45:00,11486.25,4087.25,796.75
2024-01-14 04:00:00,11630.50,4243.25,910.50
2024-01-14 04:15:00,11562.00,4261.00,920.25
2024-01-14 04:30:00,11525.00,4302.50,818.75
2024-01-14 04:45:00,11539.25,4401.50,827.75
2024-01-14 05:00:00,11546.75,4491.75,858.00
2024-01-14 05:15:00,11504.00,4517.00,818.50
2024-01-14 05:30:00,11395.25,4479.75,758.25
2024-01-14 05:45:00,11404.00,4518.75,715.75
2024-01-14 06:00:00,11333.00,4420.25,670.25
2024-01-14 06:15:00,11356.75,4566.25,527.75
2024-01-14 06:30:00,11369.50,4596.00,494.75
2024-01-14 06:45:00,11420.00,4740.75,502.50
2024-01-14 07:00:00,11706.00,5016.25,534.75
2024-01-14 07:15:00,11837.00,5216.50,331.00
2024-01-14 07:30:00,11899.25,5425.25,173.00
2024-01-14 07:45:00,12003.25,5639.25,83.25
2024-01-14 08:00:00,12323.25,6038.00,147.50
2024-01-14 08:15:00,12545.25,6320.25,46.00
2024-01-14 08:30:00,12808.25,6505.00,18.50
2024-01-14 08:45:00,12937.25,6564.50,15.75
2024-01-14 09:00:00,13340.50,6814.50,16.50
2024-01-14 09:15:00,13595.50,6978.75,47.50
2024-01-14 09:30:00,13754.75,7038.75,46.00
2024-01-14 09:45:00,13989.50,7148.25,45.25
2024-01-14 10:00:00,14268.00,7278.25,14.75
2024-01-14 10:15:00,14445.50,7203.00,14.00
2024-01-14 10:30:00,14542.00,7265.00,24.00
2024-01-14 10:45:00,14676.50,7333.50,46.50
2024-01-14 11:00:00,14799.00,7338.25,28.00
2024-01-14 11:15:00,14972.75,7363.25,13.50
2024-01-14 11:30:00,15060.25,7216.00,13.50
2024-01-14 11:45:00,15054.75,7004.00,13.75
2024-01-14 12:00:00,15036.50,6935.25,13.75
2024-01-14 12:15:00,15055.00,6902.25,37.50
2024-01-14 12:30:00,15002.50,6713.50,39.00
2024-01-14 12:45:00,14923.25,6479.25,144.75
2024-01-14 13:00:00,14880.50,6521.00,264.25
2024-01-14 13:15:00,14725.75,6375.50,263.75
2024-01-14 13:30:00,14588.25,6333.75,238.75
2024-01-14 13:45:00,14439.00,6216.25,301.00
2024-01-14 14:00:00,14370.75,6249.25,94.50
2024-01-14 14:15:00,14253.25,6127.25,21.50
2024-01-14 14:30:00,14234.75,6245.50,19.75
2024-01-14 14:45:00,14179.00,6359.50,19.75
2024-01-14 15:00:00,14251.50,6630.25,138.00
2024-01-14 15:15:00,14294.75,6812.00,34.25
2024-01-14 15:30:00,14267.50,6954.00,46.00
2024-01-14 15:45:00,14293.00,7140.50,4.50
2024-01-14 16:00:00,14366.75,7230.75,4.00
2024-01-14 16:15:00,14466.50,7565.00,4.00
2024-01-14 16:30:00,14609.25,7840.00,3.25
2024-01-14 16:45:00,14827.75,8012.50,3.75
2024-01-14 17:00:00,15220.75,8311.75,54.75
2024-01-14 17:15:00,15431.75,8383.75,18.75
2024-01-14 17:30:00,15476.50,8339.00,2.00
2024-01-14 17:45:00,15590.50,8342.50,2.00
2024-01-14 18:00:00,15676.75,8324.25,2.00
2024-01-14 18:15:00,15711.75,8299.25,3.00
2024-01-14 18:30:00,15657.75,8136.00,3.00
2024-01-14 18:45:00,15575.25,7953.75,3.00
2024-01-14 19:00:00,15475.50,7806.25,3.50
2024-01-14 19:15:00,15382.50,7625.25,34.25
2024-01-14 19:30:00,15327.50,7531.75,61.50
2024-01-14 19:45:00,15228.50,7390.25,72.25
2024-01-14 20:00:00,15002.75,7134.50,8.00
2024-01-14 20:15:00,14880.50,6969.75,29.00
2024-01-14 20:30:00,14709.00,6829.75,118.75
2024-01-14 20:45:00,14596.75,6678.50,202.50
2024-01-14 21:00:00,14566.50,6695.25,14.00
2024-01-14 21:15:00,14444.75,6406.00,7.75
2024-01-14 21:30:00,14360.00,6200.25,94.50
2024-01-14 21:45:00,14372.75,6185.50,224.50
2024-01-14 22:00:00,14378.25,6552.75,90.25
2024-01-14 22:15:00,14248.25,6359.00,145.25
2024-01-14 22:30:00,14127.75,6133.50,148.00
2024-01-14 22:45:00,13989.00,5889.00,250.50
2024-01-14 23:00:00,13733.50,5709.00,132.50
2024-01-14 23:15:00,13551.50,5423.75,171.00
2024-01-14 23:30:00,13429.25,5222.00,335.50
2024-01-14 23:45:00,13271.00,5016.25,412.00
2024-01-15 00:00:00,12987.00,4613.25,505.25
2024-01-15 00:15:00,12937.50,4404.50,581.75
2024-01-15 00:30:00,12994.00,4457.50,846.00
2024-01-15 00:45:00,12910.50,4343.75,1024.50
2024-01-15 01:00:00,12818.25,4152.00,1004.50
2024-01-15 01:15:00,12750.50,4018.75,943.00
2024-01-15 01:30:00,12718.50,3963.25,1079.50
2024-01-15 01:45:00,12656.00,3875.50,1111.50
2024-01-15 02:00:00,12474.75,3656.25,939.00
2024-01-15 02:15:00,12371.75,3498.75,1103.50
2024-01-15 02:30:00,12409.25,3583.50,1152.50
2024-01-15 02:45:00,12455.25,3516.25,1173.75
2024-01-15 03:00:00,12532.00,3564.75,1278.50
2024-01-15 03:15:00,12535.75,3534.00,1276.25
2024-01-15 03:30:00,12551.50,3509.50,1284.50
2024-01-15 03:45:00,12611.25,3525.75,1310.75
2024-01-15 04:00:00,12850.50,3585.00,1218.25
2024-01-15 04:15:00,12883.50,3734.50,1195.50
2024-01-15 04:30:00,13036.50,3952.25,1139.25
2024-01-15 04:45:00,13117.25,4037.00,1097.75
2024-01-15 05:00:00,13518.00,4500.75,1142.25
2024-01-15 05:15:00,13656.00,4869.50,1007.25
2024-01-15 05:30:00,13974.50,5341.00,805.75
2024-01-15 05:45:00,14289.25,5681.00,667.25
2024-01-15 06:00:00,15135.00,6617.50,630.75
2024-01-15 06:15:00,15557.75,7041.50,246.00
2024-01-15 06:30:00,15912.75,7469.50,206.25
2024-01-15 06:45:00,16427.25,8029.75,122.50
2024-01-15 07:00:00,17073.75,8645.25,69.50
2024-01-15 07:15:00,17420.25,9105.50,62.50
2024-01-15 07:30:00,17644.25,9348.75,53.00
2024-01-15 07:45:00,17842.50,9613.25,53.00
2024-01-15 08:00:00,18095.00,9973.50,8.25
2024-01-15 08:15:00,18246.00,10198.75,4.50
2024-01-15 08:30:00,18286.25,10315.25,4.75
2024-01-15 08:45:00,18370.50,10374.75,3.75
2024-01-15 09:00:00,18456.50,10464.00,5.50
2024-01-15 09:15:00,18549.00,10569.75,5.50
2024-01-15 09:30:00,18608.50,10622.75,5.50
2024-01-15 09:45:00,18626.50,10574.25,7.00
2024-01-15 10:00:00,18718.75,10515.75,6.75
2024-01-15 10:15:00,18728.50,10505.50,6.75
2024-01-15 10:30:00,18785.00,10511.25,7.00
2024-01-15 10:45:00,18848.25,10606.75,7.50
2024-01-15 11:00:00,18841.00,10444.75,8.00
2024-01-15 11:15:00,18899.00,10355.75,8.75
2024-01-15 11:30:00,18941.75,10368.50,14.00
2024-01-15 11:45:00,18826.50,10389.00,7.50
2024-01-15 12:00:00,18698.25,10435.00,18.75
2024-01-15 12:15:00,18637.00,10481.25,2.25
2024-01-15 12:30:00,18608.75,10440.75,5.75
2024-01-15 12:45:00,18606.25,10471.50,6.00
2024-01-15 13:00:00,18630.25,10686.75,19.75
2024-01-15 13:15:00,18507.25,10636.00,19.50
2024-01-15 13:30:00,18389.25,10578.50,27.50
2024-01-15 13:45:00,18240.00,10509.75,9.25
2024-01-15 14:00:00,18235.75,10565.50,105.00
2024-01-15 14:15:00,18169.75,10683.00,55.25
2024-01-15 14:30:00,18071.00,10718.50,22.25
2024-01-15 14:45:00,18027.00,10826.75,9.00
2024-01-15 15:00:00,18129.75,11130.25,40.00
2024-01-15 15:15:00,18056.75,11166.75,24.00
2024-01-15 15:30:00,17987.50,11198.50,9.75
2024-01-15 15:45:00,17878.50,11299.25,23.00
2024-01-15 16:00:00,17866.50,11427.75,57.00
2024-01-15 16:15:00,17827.75,11493.00,56.50
2024-01-15 16:30:00,17873.25,11679.75,36.75
2024-01-15 16:45:00,17973.00,11759.25,35.25
2024-01-15 17:00:00,18194.50,11983.50,63.25
2024-01-15 17:15:00,18229.25,12027.50,7.50
2024-01-15 17:30:00,18326.00,12168.50,3.50
2024-01-15 17:45:00,18290.25,12127.50,4.00
2024-01-15 18:00:00,18255.50,12057.50,18.00
2024-01-15 18:15:00,18178.00,11925.75,25.50
2024-01-15 18:30:00,18150.50,11958.50,17.75
2024-01-15 18:45:00,18163.25,11812.75,54.00
2024-01-15 19:00:00,18022.50,11749.75,34.25
2024-01-15 19:15:00,17878.00,11709.50,34.00
2024-01-15 19:30:00,17661.00,11493.25,115.50
2024-01-15 19:45:00,17367.25,11211.75,114.00
2024-01-15 20:00:00,17122.75,11000.75,3.75
2024-01-15 20:15:00,16957.00,10844.75,7.25
2024-01-15 20:30:00,16730.50,10848.00,53.25
2024-01-15 20:45:00,16502.00,10690.25,130.75
2024-01-15 21:00:00,16301.50,10453.25,24.25
2024-01-15 21:15:00,16150.00,10254.25,56.25
2024-01-15 21:30:00,15875.75,10005.75,195.75
2024-01-15 21:45:00,15615.25,9858.00,262.25
2024-01-15 22:00:00,15523.00,10021.75,153.25
2024-01-15 22:15:00,15318.25,10013.75,161.75
2024-01-15 22:30:00,14964.50,9758.25,145.00
2024-01-15 22:45:00,14712.75,9530.50,180.00
2024-01-15 23:00:00,14362.50,9244.50,117.00
2024-01-15 23:15:00,14213.50,9214.00,204.50
2024-01-15 23:30:00,14032.00,9070.75,280.50
2024-01-15 23:45:00,13966.50,8929.50,413.75
2024-01-16 00:00:00,13740.25,8753.00,444.50
2024-01-16 00:15:00,13602.00,8578.00,496.50
2024-01-16 00:30:00,13552.25,8470.75,700.75
2024-01-16 00:45:00,13398.75,8380.25,930.00
2024-01-16 01:00:00,13248.25,8253.75,746.50
2024-01-16 01:15:00,13114.00,8132.75,883.25
2024-01-16 01:30:00,13139.00,8035.25,923.25
2024-01-16 01:45:00,13065.75,7909.75,1010.25
2024-01-16 02:00:00,12994.50,7820.00,1043.25
2024-01-16 02:15:00,12989.75,7779.50,1091.75
2024-01-16 02:30:00,12985.25,7825.00,1109.00
2024-01-16 02:45:00,12978.25,7790.50,1093.50
2024-01-16 03:00:00,13037.50,7955.50,999.50
